isbn13,title,authors,description,category,category_confidence,emotion,emotion_confidence,human_category_label,human_emotion_label
,God of the Sun,Kimberly Loth,"A delicious forbidden romantic fantasy adventure that will keep you guessing until the very last page... She’s running from a tyrant. He needs a princess. Together they face deadly consequences. A prince from the dark side shows up at my doorstep with one question. Will I be his bride? I have many, many reasons to say no. The prince comes from a land of barbarians. I will never again see the sun. It is a certain death sentence. At first, it seems that I have a choice. But I discover that if I say no, Thousands will die. All of those lives hang on my answer to that one simple question. Will I say yes or will I say no? Buy now! A heart-stopping, fast-paced, fantasy series that will leave you on the edge of your seat until the very last page. For Fans of: Elise Kova, Leia Stone, Lola Glass, Linsey Hall, Eva Chase, and CN Crawford Fans of the following books and series are known to enjoy this YA Romantic Fantasy series: A Quest of Heroes A Wrinkle In Time Angel Fall Shatter Me Grishaverse Dragons of Pern Queen of Nothing Court of thorn and Roses Sword of Shannara Torn A Ya Urban Fantasy Novel Magic Tree House Katmere Academy The Twilight Saga Elfstones of Shannara Harry Potter Magic of Recluce Dragonlance Chronicles The Ballad of Songbirds and Snakes Eclipse Rise of the Dragons Iron Fey Dragons of Winter Night Dragons of Eden Fallen After Darkness Falls Mocking Jay Game of Thrones Darkest Designs House of Night Shannara Chronicles The Mallorean The Hunger Games Eragon Assassin's Apprentice Selection Twilight Dragons Rioting New Moon Red Queen Mortal Instruments Dragons of Autumn Twilight Dragonsworn Vampire Journals Shattered A Ya Urban Fantasy Novel Crush The Elenium Alice in Zombieland Hush, Hush Ember in the Ashes Inheritance Cycle Dragons of Spring Dawning The Chronicles of Narnia Life and Death Breaking Dawn Hunger Games Catching Fire Cruel Prince Dragonriders of Pern The Belgariad Fans of the following authors are known to enjoy this YA Romantic Fantasy series: May Sage CS Johnson Krystal Shannan Skye McKinnon Aimee easterling Morgan Rice Tracy Wolff Cassandra Clare Shelby Mahurin Leigh Bardugo Holly Black Sabaa Tahir Kerri Maniscalco Brandon Sanderson Tahereh Mafi Julie Kagawa PC Cast Sarah J Maas Jennifer Armentrout GA Aiken Susan EE Michelle Hodkin Kiera Cass Lauren Kate Becca Fitzpatrick Gena Showalter Liani Taylor Victoria Aveyard Stephenie Meyer Suzanne Collins JRR Tolkien David Eddings Terry Brooks Glen G. Thater Daniel Arenson L.R.W. Lee Robin Hobb Peter V. Brett C.S. Lewis R.A. Salvatore Joe Abercrombie Morgan Rice Lindsay Buroker Anne McCaffrey Scott Sigler Christopher Paolini J. K. Rowling Taran Matharu Sherrilyn Kenyon Michael J. Sullivan Mark Lawrence Fritz Leiber Patrick Rothfuss Scott Lynch Brent Weeks Marion Zimmer Bradley R. Scott Bakker Robert Jordan Stephen Donaldson Keywords and Tags: Ebook, novel, young adult romance, young adult, ya, young adult fantasy, young adult fantasy romance, young adult novel, young adult ebook, sci-fi, royalty, prince, princess, war, other worlds, forbidden love, love, romance, first in series, series book, teenage, teens, teenage romance, teenage fantasy, sweet, sweet romance, clean, clean and wholesome, clean romance, clean and wholesome romance, fantasy, paranormal, fantasy romance, paranormal romance, new adult, na, new adult fantasy, new adult fantasy romance, new adult romance, battle, warriors, protectors, king, fantasy, dragon, young adult, epic, YA Fantasy Books, Epic Sagas, Free Young Adults Fantasy Books, Animals & Nature, Young Adult Bundle And Teen Bundle, Young Adults Books, Science Fiction Books, Popular Series, Young Adults Books, Young Adult Box Set, Paranormal Fantasy Books For Young Adults, Top Rated Books, Tricks, Fantasy Omnibus, Dinosaur Mania, Epic Turtle Tales, Epic of Gilgamesh, Spells & Charms, Epic Fantasy Books , Romance Books, Dragon Books, Wizards, Young Adults Romance Books, Paranormal Books, Fantasy Romance Books For Young Adults, Sci Fi Books, Omnibus Set, Omnibus Best Books For Kids, Essential Reads, Epic Fantasy, Giants, Books For Kids, Omnibus Bundle, Dragons Books, Dragons Of The Night, Young Adult Omnibus, Dragon Books, Series Starters, Fantasy Books For Young Adults, Young Adult Series , Druids, Adventure Books, Dragon Box Set, Top Rated Teen Fantasy Collection With Dragons And Shapeshifters, Fantasy Books For Adults, Dragon Books Kids, Young Adults Books, Books For Girls 12 Only, Audiobooks, Boys, Fantasy Bundle, Heroine, Dryads, Paranormal Fantasy Books For Young Adults, For Teenagers, Fantasy Box Sets, Sword And Sorcery, Dragonsdawn, Girls Omnibus, Books For Girls, Dragon Romance Free, Dragon Omnibus, Dragons Series, Fantasy Box Set, Fantasy Stories, Science Fiction Megapack, Dragon Series, Series Box Sets Fantasy, For Teenage Girls, Science Fiction And Fantasy Books, Adventure Books, Kids Books For Age 12 And Up, Ya Fantasy, Dragons Omnibus, Best Rated Omnibus Young Adult Dragon, Omnibus Collection, Boxed Set, Sci Fi, YA paranormal Romance, young adult paranormal romance Fantasy Books, Books To Read And Download, Young Adults Romance Books, Magical Adventures, Top Teens Dragon, Fairy Tales Box Set, book, romance book, free fantasy, novel, urban fantasy, urban fantasy romance, reverse harem, why choose, action, paranormal romance, werewolf, shifter romance, complete series, strong heroine, friends to lovers, slow burn romance, romance books to read and download, paranormal romance, fantasy romance, reverse harem romance, books set in Scotland, post-apocalyptic romance, shifter romance, bear shifters, steamy romance, shifters, alpha heroes, alpha shifters, damsel in distress, mythology, love story.",Fiction,0.9996204972267152,fear,0.7680585259843904,,
9780307781093,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"In this hyperkinetic and relentlessly inventive novel, Japan’s most popular (and controversial) fiction writer hurtles into the consciousness of the West. Hard-Boiled Wonderland and the End of the World draws readers into a narrative particle accelerator in which a split-brained data processor, a deranged scientist, his shockingly undemure granddaughter, Lauren Bacall, Bob Dylan, and various thugs, librarians, and subterranean monsters collide to dazzling effect. What emerges is simultaneously cooler than zero and unaffectedly affecting, a hilariously funny and deeply serious meditation on the nature and uses of the mind. From the Trade Paperback edition.",Fiction,0.9990174174308776,fear,0.59325587605995,,
9780486286563,Children's Christmas Stories and Poems,Candace Ward,"A shortened version of Dicken's ""A Christmas Carol"" is accompanied by Christmas stories, poems, and songs",Fiction,0.9976783990859984,neutral,0.794191197962059,,
9780752848266,The Next Accident,Lisa Gardner,"FBI Agent Pierce Quincy is haunted by his daughter's death in a drunk- driving accident. Pierce knew about his daughter's problem with alcohol, and about her loneliness. And so, he is sure, did the man who killed her. Rainie Conner is an ex-cop with a past overshadowed by violence. She was once involved with Pierce in a harrowing case that brought them together personally and professionally. Then he came to her rescue. Now it is time for her to help him. This killer is different. He has an insatiable hunger for revenge - and for fear. He isn't satisfied with taking his victims' lives, he wants to get inside their minds and strip them of every defence. And his target is Quincy's only surviving daughter. Rainie believes that only way to stop him is to put herself directly into the killer's murderous path and become - the next accident.",Fiction,0.9994655847549438,fear,0.9351259007106264,,
9780140139402,The Spectator Bird,Wallace Earle Stegner;Wallace Stegner,Retired literary agent Joe Allston passes through life as a spectator until he discovers the journals of a trip he took to his mother's birthplace years before.,Fiction,0.9989408254623412,neutral,0.7713050838720864,,
9780749311612,The Covenant,James Albert Michener,,Fiction,0.9944592714309692,neutral,0.8976671720194376,,
9780141180670,Pan,Knut Hamsun,"Hamsun’s portrait of a man rejecting the claims of bourgeois society for a Rousseauian embrace of Nature and Eros, in a remarkable new translation.",Fiction,0.9970627427101136,joy,0.6337640860134892,,
9781597221108,Undead and Unwed,MaryJanice Davidson,"A just-laid-off secretary has a really bad week when she dies and is then made Queen of the Undead. ""Chick lit meets vampire fiction in this creative, sophisticated, sexy, and wonderfully witty book.""--Catherine Spangler.",Fiction,0.99953693151474,joy,0.7169248201003604,,
9789958383076,Anđeli i demoni,"Dan Brown, Suzana Sesvečan",,Fiction,0.7782558798789978,fear,0.8604072250698438,,
9780425200452,Murder on the Orient Express,Agatha Christie,"On a three-day journey through the snowbound Balkan hills, Hercule Poirot must weed through an array of international suspects to find the passenger who murdered a gangster on the Orient Express.",Fiction,0.9992895126342772,fear,0.7692886222009001,,
,Three Tomorrows,John Charles Griffiths,,Fiction,0.9928786158561708,neutral,0.8664134196248068,,
,Inspirational Christian,"Ivan King, inspirational christian","Hear What the Critics are Saying Wow, very inspirational and powerful; everyone must read this book. Hell: A Place Without Hope, is by far one of the best Christian books to have come out in the last decade. A Must Read.” -Mary Jones – Valley Daily News “I give this book Five Stars All The Way! This book makes my list as one of the top reads in the Christian genre. Anyone of Faith will enjoy this book very much.” -Theresa Davis – Elite Media Group “Hell: A Place Without Hope a very powerful and thought provoking book. Every generation, young and old, should have to read this book. Ten Thumbs Up.” -Dave Baker – Book Bloggers of America “This was an excellent book; it was short, I ended up reading it in less than two hours; however, it has a very strong and positive message. Amazing Book!” -Lisa Cooper – Literary Times Inc. “This was a very powerful book; very solid message about the dangers of not giving your life to Christ. Highly Recommend.” -Emma Right – Writers United Group “I fell to my knees at the end and cried. This book reminded me why I became a born-again Christian. Powerful Message.” -Carl Mosner – Readers Cove Unlimited Editorial Review Hell: A Place Without Hope is a very spiritual and powerful book. Its messages are time tested and true. This book really made me think; but more importantly, it made me feel. If you are looking for a book that will move you to tears, then look no further than Hell: A Place Without Hope; a masterful book that will not only inspire you to become a better person, but will also teach you some of life’s greatest lessons. Inspirational Book! David T. Williams About the Book A young man spends a day in hell and comes back to tell us the story. Hell: A Place Without Hope, is a powerful book that sends a strong message. Every generation of young people should have to read this wonderful Christian book. This book is based on Real Life Experience, which I derived from a vision I had in the year 2005. (suspense books, suspense books free, suspense thriller books for free, suspense thriller novels free, suspense) [suspense books]",Fiction,0.9987784624099731,joy,0.6529387392846661,,
9780571202119,"Girl, Interrupted",James Mangold;Lisa Loomer;Anna Hamilton Phelan,"""Set in the changing world of the 1960s, the motion picture Girl Interrupted is the searing story of Susanna, a young woman who finds herself at a mental institution for troubled young women. Susanna's 'short rest', prescribed by a psychiatrist she had met just once, becomes a strange journey into Alice's Wonderland, as she spends nearly a year both struggling and flirting with the thin line between 'normal' and 'crazy'. Susanna soon realizes how hard it is to get out once she's been committed, and ultimately she has to choose between the world of those who belong on the inside - such as the seductive and dangerous Lisa - and those who can engage with the reality of the outside world."" ""This volume includes storyboards and a discussion by the film's director James Mangold about the film-making process by which this screenplay by James Mangold and Lisa Loomer and Anna Hamilton Phelan was transferred to the screen.""--BOOK JACKET.Title Summary field provided by Blackwell North America, Inc. All Rights Reserved",Fiction,0.945094645023346,fear,0.8106041619999509,,
9780440503064,Masks of the Illuminati,Robert Anton Wilson,Sir John Babcock discovers a secret international organization and seeks the help of Albert Einstein and James Joyce in exposing it,Fiction,0.99832946062088,neutral,0.5024221252590619,,
9780316005166,The 6th Target,"James Patterson, Maxine Paetro","When a horrifying attack leaves one of the Women's Murder Club struggling for her life, the others fight to keep a madman behind bars before anyone else is hurt. Lindsay Boxer and her new partner in the San Francisco police department are racing to stop a series of kidnappings that has electrified the city: children are being plucked off the streets together with their nannies, but the kidnappers aren't demanding ransom. Amid uncertainty and rising panic, Lindsay juggles the possibility of a new love with an unsolvable investigation, and the knowledge that one member of the club could be on the brink of death. And just when everything appears momentarily under control, the case takes a terrifying turn, putting an entire city in lethal danger. Lindsay must make a choice she never dreamed she'd face-with no certainty that either outcome has more than a prayer of success.",Fiction,0.999405026435852,fear,0.9956404381423604,,
9780829421224,Helena,Evelyn Waugh,"“In Helena, the play of words and the fireworks, the exquisite descriptions of landscapes, and even the finished portraits of the heroine, her husband, and her son, are always subordinate to the author's broad vision of the mixed anguish and hope with which the world of Constantine's time was filled.” —New York Herald Tribune “[Helena] may be read on two levels of appreciation: As bright entertainment, or as deceptively profound commentary. On both levels it's a superlatively well done book.” —Chicago Tribune Evelyn Waugh, author of the internationally acclaimed bestseller Brideshead Revisited and one of the greatest writers of the twentieth century, considered Helena to be perhaps his finest novel. Based on the life of St. Helena, mother of the Emperor Constantine and finder of the true cross, this spiritual adventure brings to life the political intrigues of ancient Rome and the early years of Christianity.",Fiction,0.9993544816970824,sadness,0.817212162725752,,
9780439959582.0,The Cobra King of Kathmandu,Philip Kerr,"In the third book of the bestselling *Children of the Lamp* series, djinn twins, John and Philippa Gaunt, are on the trail of another magical mystery. As they travel from New York to London to Nepal and India on a whirlwind adventure, the twins try to help their friend and fellow djinn, Buck, find out who murdered his friend using the venomous snakebite of the king cobra. All too soon, John and Philippa find themselves caught up in the lethal world of the Cult of the Nine Cobras, only to discover that they themselves are a target of the creepy cobra cult.",Fiction,0.5890289545059204,neutral,0.8367407835999453,,
9781862075948,The Collected Tales of Nikolai Gogol,Nikolaĭ Vasilʹevich Gogolʹ;Richard Pevear,"A new, annotated translation of Gogol's classic short fiction, destined to become the definitive edition",Fiction,0.99875807762146,joy,0.5586263741794938,,
9780743250412,The Master,Colm Toibin,"Nineteenth-century writer Henry James is heartbroken when his first play performs poorly in contrast to Oscar Wilde's The Importance of Being Earnest and struggles with subsequent doubts about his sexual identity, his decision not to marry, and his difficulties with emotional intimacy. Reprint. 75,000 first printing.",Fiction,0.9990792870521544,sadness,0.991887392056366,,
9780345422040,Tales of the Cthulhu Mythos,H. P. Lovecraft,"Presents a collection of stories based on H.P. Lovecraft's Cthulhu mythos, including stories by Lovecraft, Frank Belnap Long, Robert Bloch, Stephen King, and August Derleth",Fiction,0.9992981553077698,neutral,0.8408859836521988,,
9780439896184,The Case of the Kidnapped Candy,James Preller,"When the candy that Ms. Gleason was going to give to her class as a special Valentine's Day treat disappears, it is up to Jigsaw and Mila to find out what happened.",Fiction,0.998826265335083,sadness,0.719601385486448,,
9781541035133,Lilith (1895). by George MacDonald,George MacDonald,"Lilith is a fantasy novel written by Scottish writer George MacDonald and first published in 1895. Its importance was recognized in its later revival in paperback by Ballantine Books as the fifth volume of the celebrated Ballantine Adult Fantasy series in September 1969.Lilith is considered among the darkest of MacDonald's works, and among the most profound. It is a story concerning the nature of life, death, and salvation. In the story, MacDonald mentions a cosmic sleep that heals tortured souls, preceding the salvation of all. MacDonald was a Christian universalist, believing that all will eventually be saved. However, in this story, divine punishment is not taken lightly, and salvation is hard-won.Mr. Vane, the protagonist of Lilith, owns a library that seems to be haunted by the former librarian, who looks much like a raven from the brief glimpses he catches of the wraith. After finally encountering the supposed ghost, the mysterious Mr. Raven, Vane learns that Raven had known his father; indeed, Vane's father had visited the strange parallel universe from which Raven comes and goes and now resides therein. Vane follows Raven into the world through a mirror (this symbolistic realm is described as ""the region of the seven dimensions"", a term taken from Jacob Boehme). Inside the world, Vane learns of a house of beds where the dreamers sleep until the end of the world in death: a good death, in which life is found. Vane's grandfather refused to sleep there and is, instead, forced to do battle with skeletons in a haunted wood. After a treacherous journey through a valley (where the moon is the only thing to keep him safe), Mr. Vane meets the Little Ones, children who never grow up, remaining pure children or becoming selfish and getting bigger and dumber, turning into ""bags"" or bad giants. After conversing with Lona, the eldest of the children, Mr. Vane decides to help them, and sets off to gather more information, although the Raven (who is also Adam) has warned Mr. Vane that he needs to sleep along with the dreamers before he can really help them. While on his journey, he meets Lilith, Adam's first wife and the princess of Bulika. Vane, although nearly blinded by Lilith's beauty and charms, eventually leads the Little Ones in a battle against Bulika. Lona, Vane's love, turns out to be Lilith's daughter, and is killed by her own mother. Lilith, however, is captured and brought to Adam and Eve at the house of death, where they struggle to make her open her hand, fused shut, in which she holds the water the Little Ones need to grow. Only when she gives it up can Lilith join the sleepers in blissful dreams, free of sin. After a long struggle, Lilith bids Adam cut her hand from her body; it is done, Lilith sleeps, and Vane is sent to bury the hand; water flows from the hole and washes the land over. Vane is then allowed to join the Little Ones, already asleep, in their dreaming. He takes his bed, next to Lona's, and finds true life in death....",Fiction,0.9965029954910278,sadness,0.8399729729803557,,
9780312932787,Faking It,Jennifer Crusie,"Matilda Goodnight and Davy Dempsy are both trying to get the upper hand with the gorgeous gold-digging Clea Lewis, but they will forge a temporary if reluctant alliance to take on an inept art collector, a disgruntled heir, an exasperated hitmat, and a seductive femme fatale as they deal with false identities, forged paintings, swindles, and love. 100,000 first printing.",Fiction,0.9994487166404724,neutral,0.9245927436201538,,
9789937589697.0,Representative anthology of contemporary Nepali poetry,Govinda Rāja Bhaṭṭarāī,"A Nepali literary work titled 'Representative anthology of contemporary Nepali poetry' by Govinda Rāja Bhaṭṭarāī, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.999023973941803,joy,0.747345934619594,,
,Vāsudeva Luin̐ṭela euṭā jiun̐do mānche,Shesh Raj Shiwakoti,"On the life of Vāsudeva Śarmā Luin̐ṭela, Nepali writer; contributed articles.",Nepali Literature,0.994169056415558,joy,0.4724591089679241,,
9789993318033.0,Pārijātako jīvanakathā,Narendrarāja Prasāī,"Biography of Pārijāta, b. 1936, Nepali author.",Nepali Literature,0.9865325093269348,neutral,0.6991226239059927,,
,Ājako rāshtṛiya cintana,Bishweshwar Prasad Koirala,"A Nepali literary work titled 'Ājako rāshtṛiya cintana' by Bishweshwar Prasad Koirala, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.996189296245575,joy,0.8374891118472547,,
,Mulukabhitrai bhauntāridā,Devīprasāda Vanavāsī.,Reminiscences about the early life of a Nepali author.,Nepali Literature,0.9904111623764038,sadness,0.3664017237047709,,
,Practical elementary Gurkhali for British officers,Charles Harry Campbell,"A Nepali literary work titled 'Practical elementary Gurkhali for British officers' by Charles Harry Campbell, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.9927036762237548,joy,0.9268779815850228,,
,Sāhitya vimarśa,Ratna Dhoj Joshi,"Articles, chiefly about Nepali literature.",Nepali Literature,0.954677164554596,neutral,0.8538697815323063,,
,Mahākavi Devakoṭākā kavitā,Laxmi Prasad Devkota,"A Nepali literary work titled 'Mahākavi Devakoṭākā kavitā' by Laxmi Prasad Devkota, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.9962190985679626,joy,0.8053929236536825,,
9789993324225.0,Samālocanāko svarūpa,Netra Eṭama,Articles on modern Nepali literature.,Nepali Literature,0.9919641613960266,neutral,0.8866627259466792,,
,Janarala Māthavara Siṃha Thāpā,Ḍambara Jaṅga Thāpā,"Narrative poem on Māthavara Siṃha Thāpā, 1798-1845, former General and prime minister of Nepal.",Nepali Literature,0.9958151578903198,neutral,0.6542968532647168,,
9789937880169.0,Briṭisa Gorkhā sainika sāhityako itihāsa,Puraṇa Rāī,History of Nepali literature by Gorkha soldiers in British Army.,Nepali Literature,0.9959954023361206,neutral,0.7020903190578142,,
,Come to Shanta Bhawan!,Alice Cobb,"A Nepali literary work titled 'Come to Shanta Bhawan!' by Alice Cobb, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.9926342368125916,joy,0.857723293970616,,
9788182500921.0,Annapurna Poems,Yuyutsu Sharma,"A Nepali literary work titled 'Annapurna Poems' by Yuyutsu Sharma, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.9961845874786376,joy,0.6627029412690149,,
,"Nepal, legend and drama",Jnan Kaji Manandhar,"A Nepali literary work titled 'Nepal, legend and drama' by Jnan Kaji Manandhar, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.992965042591095,joy,0.6990571116397359,,
,Māyāvinī sarsī,Laxmi Prasad Devkota,"A Nepali literary work titled 'Māyāvinī sarsī' by Laxmi Prasad Devkota, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.9965900182724,joy,0.7559542951705904,,
9789937264099.0,Kānunī Nepālī,"Upādhyāya, Yadu Nandana (Professor of Nepali language)","A Nepali literary work titled 'Kānunī Nepālī' by Upādhyāya, Yadu Nandana (Professor of Nepali language), featuring the stories, culture and voice of Nepal.",Nepali Literature,0.9959390163421632,joy,0.8947611536115688,,
9789747315141.0,Under the pipal tree,Adrian Storrs,"A Nepali literary work titled 'Under the pipal tree' by Adrian Storrs, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.9933956265449524,joy,0.9177647619312408,,
9789937203500.0,Pārijātakā upanyāsamā samājavādī yathārthavāda,Bhavānīprasāda Pāṇḍe,"Social realism in the works of Pārijāta, b. 1936, Nepali fiction writer.",Nepali Literature,0.8010159134864807,joy,0.3672662055195895,,
,Bhāshā ra saṃskr̥ti,Gaṅgāprasāda Upretī,Collection of research articles on Nepali language and culture.,Nepali Literature,0.9919596314430236,neutral,0.6604319571667523,,
9789994658725.0,Sr̥shṭimāthiko dr̥shṭi,Kulaprasāda Koirālā,Articles on Nepali literature.,Nepali Literature,0.9853254556655884,neutral,0.8689154190162389,,
9789937265782.0,Mero jīvana yātrā,Kamala Jaṅgalī Ācārya,"Autobiography of Kamala Jaṅgalī Ācārya, born 1942, Nepali author and social worker from Nepal.",Nepali Literature,0.9933367371559144,neutral,0.6733867054413883,,
9780585427782.0,Popular Buddhist texts from Nepal,Todd Thornton Lewis,"A Nepali literary work titled 'Popular Buddhist texts from Nepal' by Todd Thornton Lewis, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.987776815891266,joy,0.854969269834314,,
9789993340690.0,Samakālīna Nepālī nāṭaka,Aśesha Malla,Anthology of Nepali plays.,Nepali Literature,0.9934849739074708,neutral,0.9164084794689388,,
,Tatsama śabdako varṇavinyāsa,Vishṇu Luin̐ṭela,Words from Sanskrit with or without change used in Nepali language.,Nepali Literature,0.9950128793716432,neutral,0.9536164727493904,,
9789937299077.0,"Sāhityika paramparā, pratibhā ra sr̥janā",Devendra Aryāla Ām̐su,Compilations of literary writings of well known Nepali writers; includes brief profiles of the authors.,Nepali Literature,0.9927874803543092,neutral,0.7370002703194333,,
9789937505574.0,Jīvana mahābhiyāna,Madanamaṇi Dīkshita,Memoirs of a Nepali author.,Nepali Literature,0.9953717589378356,joy,0.606916088116915,,
,In search of the abominable snowman,Ralph Herrmanns,A timid Nepalese boy plans to gain courage by searching for the Abominable Snowman in the Himalayan Mountains. Illustrated with color photographs.,Nepali Literature,0.92527836561203,fear,0.9886763309751782,,
9789937245807.0,Antarrāshṭriya Nepālī ḍāyasporā prājñīka adhyayana,Gītā Khatrī; Homanātha Suvedī; Prakāśa Nepāla,"Contributed articles, chiefly on Nepali literature by Nepali authors settled in US.",Nepali Literature,0.9720086455345154,neutral,0.7107089556354986,,
,Nepālakā kehī utkr̥shṭa kathāharū,Kiśu Silvāla,"A Nepali literary work titled 'Nepālakā kehī utkr̥shṭa kathāharū' by Kiśu Silvāla, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.9948649406433104,joy,0.8563963976084588,,
9783525851166.0,Über den Charakter der sprachgeschichtlichen Rekonstruktionen,Mikko Korhonen,"A Nepali literary work titled 'Über den Charakter der sprachgeschichtlichen Rekonstruktionen' by Mikko Korhonen, featuring the stories, culture and voice of Nepal.",Nepali Literature,0.9900302290916444,joy,0.5917311589995434,,
,"Svatantratā senānī Dharmaratna ""Yami""",Ratna Sundara Śākya,"Brief biography of Dharmaratna Yami, 1915-1975, Nepali author.",Nepali Literature,0.9824381470680236,neutral,0.8415474751730913,,
9789937689267.0,Mātr̥bhāshā divasa-2016,Shravaṇa Mukāruṅga; Padama Rāī,Anthology of poems published on the occasion of the International Mother Language Day-2016 in Nepal.,Nepali Literature,0.9983381032943726,joy,0.7106554562110727,,
,Kavitā/soca,Rājendra Parājulī,Includes brief views on contemporary Nepali poetry by individual poets.,Nepali Literature,0.997763991355896,neutral,0.8305435269822824,,
9789937248617.0,Kathā mīṭho sāraṅgīko bhalākusārī,Khagendra Lāmichāne,Collection of plays; broadcast as radio program; includes interviews with authors.,Nepali Literature,0.9967155456542968,neutral,0.521509876125197,,
,Pratinidhi Nepālī kathā ra ātmaṭippaṇī,Rājendra Parājulī,Short stories by various authors; includes self appraisal.,Nepali Literature,0.9180642366409302,neutral,0.5415582783743995,,
,The Way of Salvation in the Ramayan of Tulasi Das...,William Charles MacDougall,,Nepali Literature,0.4259431660175323,neutral,0.7908438915814575,,
,Āñcalikatā ani Nepālī kehī upanyāsaharu,Dila Śreshṭha,Regionalism in Indian Nepali novels; a study.,Nepali Literature,0.9884982705116272,neutral,0.8565630996756542,,
9781869680848,Coping with Cooking,Jayne Garner,"From our top-selling 'Essential Skills for Living' series, this photocopiable food resource has been specially developed for senior students with lower abilities. The activities offer students the opportunity to develop and rehearse the skills needed to shop and cook for themselves. Activites cover: budgeting and shopping for food; cooking simple nutritious meals; understanding food labelling; understanding and following recipes; understanding food terminology; how to store food; understanding weights and measures; setting up a kitchen; and much more.",Nonfiction,0.9443051218986512,neutral,0.7624698515329693,,
,The Commercial and Financial Chronicle,,,Nonfiction,0.9065567255020142,neutral,0.8934527024461285,,
9781934356562,"Hello, Android",Ed Burnette,"Provides information on the basics of Androd programming, covering such topics as designing the user interface, 2D graphics, multimedia, storing local data, SQL, OpenGL, and multi-touch.",Nonfiction,0.628208577632904,neutral,0.9829722717077232,,
,The Encyclopædia Britannica: Demijohn-Edward,,,Nonfiction,0.8008588552474976,neutral,0.8358774074272809,,
9781541078901,Bodybuilding,Daniel D'Apollonio,"Building the perfect Body With Simple Hints and Tips! Read on your PC, Mac, smart phone, tablet or Kindle device.This book has lots of amazing information on how to build the perfect body with simple hints and tips that will bring you dramatic results.Have you ever thought of getting that ""toned"" look that everybody is after? And what crosses your mind whenever you come across the term ""bodybuilding""? Perhaps images of huge, heavy muscled bare-chested men and lean bodied ladies flexing their pectorals, massive biceps and triceps amidst tumultuous applauses from a fiery audience is what comes to your mind! That's pretty fine; only that it is part of bodybuilding; the professional one! So what exactly is bodybuilding if the above is just part of it? Well, bodybuilding is the whole process you adapt to build your body from the ground up. And the good news is that adapting bodybuilding as your lifestyle will see you gain immense benefits ranging from fitness to personal health. Therefore, understand what bodybuilding entails; know how to practice bodybuilding safely and obtain dramatic results, train consistently, have quality exercises, check on your diet and maintain a positive attitude and see amazing transformation in your physique. This guide will help you demystify all your bodybuilding myths and give you some tips on adapting this exciting regimen. Here Is A Preview Of What You'll Learn... The Basics of Bodybuilding Bodybuilding: Why Bother? Your Body Type: Its Place In Bodybuilding Getting Started with Training Exercises Targeting Individual Muscle Groups Getting To The Next Level: Tips That Will Guarantee Massive Rapid Success And much, muchmore! Download your copy today!",Nonfiction,0.9800609350204468,neutral,0.7285761868246275,,
,Braille Book Review,,,Nonfiction,0.8041927218437195,neutral,0.7083540092280132,,
