"comic_id","Title","Writer","Artist","Studio/Publisher","Release Year","Format","Theme (Color Style)","Genre","Country of Origin","Page Count","Rating (out of 10)","Status","Language","Age Rating","Awards","Volume Count"
"CMC-02785","Lord Party","Han Seung-hyun","Han Seung-hyun","Mr. Blue Corp","2001","Digital Webtoon","Full Color (Digital)","System / Fantasy","South Korea / USA","4155","7.8","Ongoing","Korean","Mature","None","2"
"CMC-02786","Tempest Reincarnation","Hiro Watanabe","Hiro Watanabe","Kodansha (Kodansha USA)","2018","Single Issue / Tankobon","Black & White","Comedy / Slice of Life","Japan","6944","8.5","Completed","Japanese","Teen+","None","3"
"CMC-02787","Bone Road","Paul Pope","Hope Larson","Dark Horse Manga","2011","OGN","Full Color","Cyberpunk / Sci-Fi","USA","1229","8.5","Completed","English","Mature 17+","Kodansha Manga Award Winner","10"
"CMC-02788","Strongest Duke System","Lee Min-soo","Nam Hyun-jun","MangaToon","2018","Webtoon Chapter Collection","Full Color (Digital)","Comedy / Slice of Life","South Korea","3452","8.9","Completed","Korean","Teen+","Locus Award Winner","2"
"CMC-02789","Day of Zero","Aiko Sato","Masakazu Katsura","Houbunsha","2019","Tankobon","Black & White","Josei / Romance","Japan","5756","8.1","Hiatus","Japanese","Mature 17+","None","6"
"CMC-02790","Ice Rust","Nick Sousanis","Philippe Francq","Norma Editorial (Spain)","2016","Trade Paperback","Full Color","Literary / Drama","Italy","340","7.9","Completed","French","Mature","Eisner Award Nominee","8"
"CMC-02791","Jade Partner","Yuna Yamaguchi","Daisuke Imai","Houbunsha","2011","Tankobon","Full Color (Special Edition)","School / Romance","Japan","3238","8.7","Hiatus","Japanese","Mature","None","25"
"CMC-02792","Zenith Awakening","Shinichi Sakamoto","Sora Fujimoto","Shueisha (Viz Media)","2011","Tankobon","Grayscale","Music / Drama","Japan","303","8.2","Completed","Japanese","Teen+","None","24"
"CMC-02793","Knight Shadow Clan","An Soo-bin","Baek Sung","Naver Series","2017","Digital Webtoon","Full Color / Limited Palette","School / Romance","South Korea","3153","7.6","Completed","Korean","Young Adult","None","3"
"CMC-02794","After Empty","Frank Miller","Alison Bechdel","BOOM! Studios","2021","Webcomic","Black & White","Autobiography / Drama","New Zealand","1541","8.0","Completed","English","Teen+","Eisner Award Winner","2"
"CMC-02795","An Plague Empty Wood","Frank Pé","Frank Pé","Panini Comics (Italy)","2021","Album","Full Color","Horror / Supernatural","Netherlands","95","7.8","Completed","French","Teen+","None","4"
"CMC-02796","Flux Las","John Wagner","Jean Giraud","2000 AD (UK)","2026","Graphic Novel","Watercolor","Horror / Supernatural","Germany","439","7.8","Completed","German","Teen+","None","2"
"CMC-02797","Zenith of Light","Kira Matsuda","Sora Fujimoto","Akita Shoten","2003","Single Issue / Tankobon","Full Color (Special Edition)","Comedy / Slice of Life","Japan","6630","8.4","Ongoing","Japanese","All Ages","Japan Media Arts Award Winner","41"
"CMC-02798","Bone Road","Hope Larson","Robert Kirkman","Dark Horse Manga","2025","Omnibus","Full Color","Sci-Fi / Drama","Canada","1850","6.9","Completed","English","Teen+","None","7"
"CMC-02799","Last Ash","Charles Burns","Alan Moore","Viz Media","2001","Trade Paperback","Watercolor","Mystery / Thriller","USA","1931","7.6","Completed","English","Teen+","None","11"
"CMC-02800","Venomverse Black Widow","J.M. DeMatteis","Torunn Gronbekk","Marvel Comics","2016","Hardcover","Full Color","Superhero / Action","USA","1419","8.0","Completed","English","Mature 17+","None","1"
"CMC-02801","Boundless Academy","Hana Yamashita","Kira Matsuda","Shueisha (Manga Plus)","2025","Tankobon","Black & White","Isekai / Fantasy","Japan","4575","8.2","Ongoing","Japanese","Mature","None","33"
"CMC-02802","Return of Archer World","Shin Hyun","Shin Hyun","Kakao Webtoon","2017","Webtoon Chapter Collection","Full Color (Digital)","Fantasy / Action","South Korea / Japan","1381","8.7","Hiatus","Korean","Mature","None","4"
"CMC-02803","After Drift","Matt Fraction","Faith Erin Hicks","Dark Horse Manga","2019","Graphic Novel","Full Color","Steampunk / Adventure","USA","1668","7.3","Completed","English","Teen+","None","8"
"CMC-02804","Blood Poison Static Wire","Luc Besson","Magnus","Soleil Productions / Marvel","2002","Graphic Novel","Black & White","Space Opera / Sci-Fi","Germany","389","7.8","Completed","English","Mature","None","3"
"CMC-02805","Shadow Commander Weakest Empire","Manhwaga K","Shin Hyun","Young Com","2022","Webtoon Chapter Collection","Full Color (Digital)","Dungeon / Action","South Korea","1588","7.5","Ongoing","Korean","Mature","None","2"
"CMC-02806","All-Different Captain America","Gerry Duggan","Fred Van Lente","Marvel Comics","2024","Omnibus","Full Color","Superhero / Drama","USA","1479","8.1","Ongoing","English","Mature","Hugo Award Winner","7"
"CMC-02807","Overpowered The Regression","Yoon Bo-kyung","Han Seung-hyun","Naver Series","2023","Digital Webtoon","Full Color (Digital)","Office / Romance","South Korea","917","8.6","Ongoing","Korean","Young Adult","None","12"
"CMC-02808","Rust Wood Noir Las","Emmanuel Guibert","Emmanuel Guibert","Soleil Productions / Marvel","2021","Album","Full Color","Literary / Drama","Spain","465","7.4","Ongoing","French","Mature","Locus Award Winner","3"
"CMC-02809","Heaven Fate","Daichi Kimura","Daichi Kimura","Futabasha","2026","Digital Manga","Black & White","Romance / Drama","Japan","356","9.1","Completed","Japanese","Teen+","None","31"
"CMC-02810","Phantom Destiny","Ken Goto","Ken Goto","Futabasha","2020","Tankobon","Grayscale","Mystery / Thriller","Japan","2125","8.8","Completed","Japanese","Teen+","None","20"
"CMC-02811","Frozen Origin","Takashi Yamamoto","Shinichi Sakamoto","Akita Shoten","2021","Digital Manga","Black & White","Cooking / Slice of Life","Japan","4522","8.3","Completed","Japanese","Teen+","None","10"
"CMC-02812","Ghost Destiny","Kenji Ishikawa","Ryota Nakamura","Futabasha","2016","Manga Volume","Black & White","Historical / Drama","Japan","5566","8.6","Cancelled","Japanese","Young Adult","None","34"
"CMC-02813","After Dead","Raina Telgemeier","Jeff Lemire","Image Comics","2005","Webcomic","Watercolor","Horror / Supernatural","USA","2323","9.0","Ongoing","English","Teen+","Locus Award Winner","9"
"CMC-02814","Solo Paladin Strongest Counterattack","Kwon Ji","Kwon Ji","KakaoPage","2023","Webtoon Chapter Collection","Full Color (Digital)","Isekai / Action","South Korea","2728","7.8","Completed","Korean","Mature","None","5"
"CMC-02815","Warrior Commander Guild","Jung Ha","Choi Min","Naver / Line Webtoon","2018","Webtoon Chapter Collection","Full Color (Digital)","Reincarnation / Fantasy","South Korea","4357","7.9","Ongoing","Korean","Young Adult","Hugo Award Winner","8"
"CMC-02816","Burning Fate","Kira Matsuda","Ryu Hashimoto","Ichijinsha","2014","Single Issue / Tankobon","Black & White","Music / Drama","Japan","6750","8.2","Ongoing","Japanese","Young Adult","National Book Award Finalist","28"
"CMC-02817","Cursed Destiny","Akio Hayashi","Akio Hayashi","Futabasha","2017","Digital Manga","Grayscale","Slice of Life / Drama","Japan","5635","8.4","Completed","Japanese","Young Adult","None","22"
"CMC-02818","Pulse Noise","Lewis Trondheim","Lewis Trondheim","Dupuis / Drawn & Quarterly","2012","Hardcover Album","Full Color","Western / Action","Netherlands","275","7.3","Ongoing","French","Teen+","National Book Award Finalist","8"
"CMC-02819","Bronze Plague","Shannon Watters","Matt Fraction","Papercutz","2008","Digital Single Issue","Full Color","Supernatural / Horror","New Zealand","546","8.5","Completed","English","Mature","None","3"
"CMC-02820","Harley Quinn: Dark Knight","Jeph Loeb","Jeph Loeb","DC (Wildstorm)","2000","Graphic Novel","Full Color","Sci-Fi / Political Satire","USA","771","8.5","Hiatus","English","Teen+","None","6"
"CMC-02821","Ant-Man: World War","Jeff Parker","Garth Ennis (Marvel)","Marvel Comics","2025","Omnibus","Full Color (Digital)","Superhero / Drama","USA","673","8.8","Completed","English","Teen+","None","7"
"CMC-02822","Bane: Superheavy","Donny Cates (DC)","Greg Rucka","DC Comics","2023","Graphic Novel","Full Color","Superhero / Psychological","USA","1226","8.3","Completed","English","Young Adult","None","14"
"CMC-02823","Endless Kingdom","Tai Ogata","Tai Ogata","Houbunsha","2007","Manga Volume","Black & White","Action / Fantasy","Japan","2844","8.9","Ongoing","Japanese","Teen+","None","13"
"CMC-02824","Phantom Hunter","Nana Inoue","Nana Inoue","Square Enix (Yen Press)","2009","Digital Manga","Black & White","Romance / Drama","Japan","1780","8.1","Completed","Japanese","Mature 17+","Hugo Award Winner","14"
"CMC-02825","Paladin Thunder Ascent of Return","Oh Seo","Oh Seo","Young Com","2023","Digital Webtoon","Full Color / Limited Palette","Historical / Romance","South Korea","2426","8.0","Ongoing","Korean","Teen+","Manga Taisho Award Winner","1"
"CMC-02826","Hidden Falling","Daichi Kimura","Ichigo Kurosaki style","Square Enix (Viz Media)","2011","Manga Volume","Black & White","Action / Supernatural","Japan","2612","8.4","Completed","Japanese","Mature","None","41"
"CMC-02827","Boundless Origin","Hiroyuki Takei","Luna Aoyama","Shueisha (Manga Plus)","2013","Digital Manga","Black & White","Romance / Comedy","Japan","2903","8.7","Completed","Japanese","Teen+","Harvey Award Winner","26"
"CMC-02828","Titans: Knightquest","Brian Azzarello","Tom King","DC Comics","2025","Hardcover","Full Color","Superhero / Drama","USA","1775","8.1","Ongoing","English","Young Adult","None","14"
"CMC-02829","Death of Alpha Flight","Jason Aaron","J. Michael Straczynski","Marvel Comics","2025","Digital Single Issue","Full Color (Digital)","Superhero / Thriller","USA","1143","9.0","Completed","English","Mature","Angouleme Award Winner","14"
"CMC-02830","Abyss Evolution","Luna Aoyama","Ryo Kondo","Hakusensha (Dark Horse)","2025","Tankobon","Black & White","Cooking / Slice of Life","Japan","4378","8.0","Ongoing","Japanese","Mature","None","34"
"CMC-02831","The Cure Purple","Donny Cates","Ngozi Ukazu","IDW Publishing","2004","Single Issue","Black & White","Fantasy / Action","UK","1564","8.2","Completed","English","Mature","None","12"
"CMC-02832","God Mage Evolution","Kwon Min-ji","Kwon Min-ji","Naver Series","2012","Webtoon Chapter Collection","Full Color (Digital)","Action / Fantasy","South Korea / USA","3352","8.5","Ongoing","Korean","Young Adult","None","15"
"CMC-02833","Silk City","Craig Thompson","Ngozi Ukazu","Top Shelf Productions","2017","Single Issue","Black & White","Crime / Noir","USA","1974","7.7","Ongoing","English","Mature","None","1"
"CMC-02834","Martian Manhunter: Incorporated","Frank Miller","Donny Cates (DC)","DC Comics","2021","Single Issue","Full Color / Limited Palette","Superhero / Political","USA","1124","8.5","Ongoing","English","Teen+","None","9"
"CMC-02835","Tiger Evolution","Taka Nishimura","Mika Sasaki","Akita Shoten","2007","Tankobon","Black & White","Comedy / Slice of Life","Japan","4859","8.2","Ongoing","Japanese","All Ages","None","36"
"CMC-02836","Awakened of Zero","Sara Ogawa","Kazushi Hagiwara","Houbunsha","2025","Digital Manga","Full Color (Special Edition)","Mecha / Sci-Fi","Japan","5400","7.5","Completed","Japanese","Teen+","Harvey Award Nominee","22"
"CMC-02837","Only A","Brian Bolland","Luc Besson","EDT (Spain)","2016","Graphic Novel","Black & White","Horror / Supernatural","Belgium","360","7.5","Completed","English","All Ages","Harvey Award Winner","6"
"CMC-02838","Nadir Domain","Zenko Fujiwara","Zenko Fujiwara","Houbunsha","2019","Tankobon","Full Color (Special Edition)","Fantasy / Adventure","Japan","990","8.0","Ongoing","Japanese","Mature","None","8"
"CMC-02839","Dead Ice","Scott Snyder","Chris Ware","Oni Press","2003","Digital Single Issue","Full Color","Crime / Thriller","New Zealand","1440","7.8","Completed","English","Mature","Eisner Award Nominee","2"
"CMC-02840","Blue Infinity","Yori Maeda","Yori Maeda","Kodansha (Crunchyroll)","2018","Tankobon","Black & White","Gaming / Comedy","Japan","4505","8.5","Ongoing","Japanese","Young Adult","Locus Award Winner","45"
"CMC-02841","Noise Road","Scott Snyder","Scott Snyder","Dark Horse Manga","2015","Trade Paperback","Full Color","Horror / Supernatural","USA","130","7.9","Completed","English","All Ages","None","2"
"CMC-02842","Dead Smoke","Rick Remender","Faith Erin Hicks","Floating World Comics","2004","Omnibus","Watercolor","Horror / Supernatural","USA","270","6.7","Completed","English","Young Adult","None","10"
"CMC-02843","Last Metal","Joshua Williamson","Ryan North","Pantheon Books","2000","Omnibus","Black & White","Comedy / Action","UK","1718","8.0","Hiatus","English","Mature","Eisner Award Nominee","7"
"CMC-02844","Black Rising","Yuna Yamaguchi","Yuna Yamaguchi","Shogakukan (Viz Media)","2021","Single Issue / Tankobon","Grayscale","Josei / Romance","Japan","1147","8.5","Ongoing","Japanese","Teen+","None","39"
"CMC-02845","Orange and Ash","Garth Ennis","Garth Ennis","Bad Idea","2024","OGN","Watercolor","Western / Action","USA","1006","7.8","Completed","English","Mature","None","11"
"CMC-02846","Broken Report","Riku Mori","Hiroshi Araya","Shueisha (Manga Plus)","2023","Tankobon","Full Color (Special Edition)","Action / Sci-Fi","Japan","3872","8.9","Hiatus","Japanese","Young Adult","None","19"
"CMC-02847","Le The Dernier","Emmanuel Guibert","Magnus","Bamboo Edition","2022","Album","Full Color","Horror / Supernatural","France","181","8.4","Completed","French","Mature","None","3"
"CMC-02848","SSS-Ranked World","Kim Sung-jun","Kim Sung-jun","NT Novel","2025","Webtoon Chapter Collection","Full Color (Pastel)","Dungeon / Action","South Korea","3273","8.6","Completed","Korean","Teen+","None","16"
"CMC-02849","Smoke Petit","Hunt Emerson","Riad Sattouf","2000 AD (UK)","2007","Album","Black & White","Sci-Fi / Drama","France / Belgium","122","8.1","Completed","English","Mature","None","8"
"CMC-02850","Archer Return","Nam Hyun-jun","Lim Tae-yang","Kakao / Yen Press","2025","Webtoon Chapter Collection","Full Color (Digital)","Isekai / Action","South Korea / USA","3711","7.8","Completed","Korean","Teen+","Manga Taisho Award Winner","14"
"CMC-02851","Daredevil: Dark","Noelle Stevenson","Tom King","Marvel Comics","2023","Hardcover","Full Color","Superhero / Thriller","USA","703","7.9","Completed","English","All Ages","Manga Taisho Award Winner","15"
"CMC-02852","Endgame Oracle","Brian Azzarello","Tom Taylor","DC Comics","2006","Single Issue","Full Color","Superhero / Crime","USA","1050","7.8","Ongoing","English","Mature","None","7"
"CMC-02853","End of Young Avengers","Kelly Thompson","Peter David","Marvel Comics","2017","Graphic Novel","Full Color (Digital)","Superhero / Coming of Age","USA","1063","7.8","Completed","English","Teen+","Angouleme Award Winner","15"
"CMC-02854","Last Noise","Rick Remender","Rick Remender","Oni Press","2016","Trade Paperback","Black & White","Comedy / Action","USA","616","7.9","Completed","English","Mature","Eisner Award Winner","11"
"CMC-02855","Wild Nightmare","Akane Nakagawa","Sasuke Uchiha style","Square Enix (Yen Press)","2025","Single Issue / Tankobon","Black & White","Horror / Supernatural","Japan","6657","8.9","Ongoing","Japanese","Young Adult","None","27"
"CMC-02856","Echo and Ink","Alan Moore","Craig Thompson","Humanoids","2022","Graphic Novel","Full Color / Limited Palette","Dark Fantasy / Horror","USA","629","8.1","Ongoing","English","Mature","Angouleme Award Winner","3"
"CMC-02857","Forsaken Chronicles","Ren Kobayashi","Daisuke Moriyama","Ichijinsha","2007","Single Issue / Tankobon","Black & White","Psychological / Thriller","Japan","1563","8.1","Completed","Japanese","Mature","None","36"
"CMC-02858","Ocean Saga","Akio Hayashi","Vegeta style","Leed-sha","2021","Tankobon","Grayscale","Mecha / Sci-Fi","Japan","1742","8.8","Ongoing","Japanese","Mature","None","4"
"CMC-02859","Hidden Prophecy","Mitsuru Adachi","Mitsuru Adachi","Akita Shoten","2017","Manga Volume","Black & White","Martial Arts / Action","Japan","5226","8.1","Ongoing","Japanese","Young Adult","National Book Award Finalist","45"
"CMC-02860","Luminous Reincarnation","Taro Nakamura","Daichi Kimura","Square Enix (Viz Media)","2012","Digital Manga","Black & White","Slice of Life / Drama","Japan","766","8.7","Ongoing","Japanese","Teen+","National Book Award Finalist","18"
"CMC-02861","Gold Road","Daniel Clowes","Daniel Clowes","Drawn & Quarterly","2010","Omnibus","Grayscale","Horror / Thriller","USA","2127","7.1","Ongoing","English","Mature","None","3"
"CMC-02862","Broken Reincarnation","Naruto Uzumaki style","Ryu Hashimoto","Shueisha (Manga Plus)","2020","Single Issue / Tankobon","Black & White","Action / Sci-Fi","Japan","626","8.6","Completed","Japanese","All Ages","Eisner Award Nominee","34"
"CMC-02863","Yellow Die Drift","Philippe Druillet","Philippe Druillet","Casterman / Fantagraphics","2004","Graphic Novel","Full Color","Adventure / Historical","Switzerland","154","8.4","Completed","French","Teen+","None","7"
"CMC-02864","An At Found Chemin","Hermann Huppen","Hermann Huppen","2000 AD (UK)","2021","Album","Full Color","Horror / Supernatural","Sweden","408","7.5","Ongoing","German","Mature","Hugo Award Winner","8"
"CMC-02865","God Archer Revenge","Lim Bo","SIU","Lezhin Comics","2021","Webtoon Chapter Collection","Full Color (Digital)","Supernatural / Romance","South Korea","2431","8.8","Completed","Korean","Young Adult","None","14"
"CMC-02866","Hollow Ascending","Shin Kato","Shin Kato","Shogakukan (Viz Media)","2018","Tankobon","Black & White","Cooking / Slice of Life","Japan","6390","8.5","Ongoing","Japanese","Teen+","National Book Award Finalist","44"
"CMC-02867","Savage Inheritance","Yuki Tanaka","Yuki Tanaka","Square Enix (Yen Press)","2022","Tankobon","Black & White","Dark Fantasy / Action","Japan","6795","7.7","Ongoing","Japanese","Mature","Japan Media Arts Award Winner","2"
"CMC-02868","Pulse Road","Ed Brubaker","Greg Rucka","Top Shelf Productions","2017","Omnibus","Full Color","Post-Apocalyptic / Action","UK","693","7.0","Ongoing","English","Mature","None","1"
"CMC-02869","Warrior Solo Legendary Evolution","Moon Da","Moon Da","KakaoPage","2024","Webtoon Chapter Collection","Full Color (Digital)","Sports / Action","South Korea / USA","3224","8.4","Completed","Korean","Teen+","None","8"
"CMC-02870","Ancient Origin","Yuna Yamaguchi","Yuna Yamaguchi","Futabasha","2013","Manga Volume","Black & White","Mecha / Sci-Fi","Japan","2207","8.5","Completed","Japanese","Teen+","Manga Taisho Award Winner","37"
"CMC-02871","Robin: and the Outlaws","Brian Azzarello","George Perez","DC (Black Label)","2022","Trade Paperback","Full Color","Superhero / Mythology","USA","951","8.1","Completed","English","Teen+","None","9"
"CMC-02872","Static of Silk","Tom Taylor","Victoria Jamieson","Drawn & Quarterly","2012","OGN","Full Color","Sci-Fi / Action","USA","2201","7.7","Completed","English","All Ages","None","10"
"CMC-02873","Desolate Nightmare","Zoro style","Zoro style","Shogakukan (Viz Media)","2003","Manga Volume","Black & White","Mecha / Sci-Fi","Japan","2979","7.6","Ongoing","Japanese","All Ages","None","34"
"CMC-02874","Grid Bone Secret","Laurent Vicomte","Laurent Vicomte","Rebellion (UK)","2013","Album","Full Color","Sci-Fi / Drama","France / Belgium","332","7.1","Completed","German","Mature","None","6"
"CMC-02875","Batwoman: 100-Page Giant","Dennis O'Neil","Frank Miller","DC (Wildstorm)","2022","Graphic Novel","Full Color","Superhero / Psychological","USA","1224","7.8","Ongoing","English","Mature","None","8"
"CMC-02876","Superior Black Panther","Donny Cates","Dan Slott","Marvel Comics","2025","Hardcover","Full Color / Limited Palette","Superhero / Political","USA","283","7.7","Ongoing","English","All Ages","None","3"
"CMC-02877","Ra's al Ghul: and the Outlaws","Dennis O'Neil","Garth Ennis","DC (Vertigo)","2015","Hardcover","Full Color","Superhero / Political","USA","742","8.6","Completed","English","Teen+","None","2"
"CMC-02878","Ashen Legend","Koji Kumeta","Yuki Tanaka","Leed-sha","2017","Manga Volume","Black & White","Romance / Comedy","Japan","5841","8.5","Ongoing","Japanese","Young Adult","Locus Award Winner","12"
"CMC-02879","Crystal Kingdom","Hiroyuki Takei","Hiroyuki Takei","Shueisha (Viz Media)","2021","Digital Manga","Black & White","Shoujo / Romance","Japan","6763","8.6","Ongoing","Japanese","Mature","None","27"
"CMC-02880","Day Academy","Renji Abarai style","Mitsuru Adachi","Futabasha","2003","Digital Manga","Full Color (Special Edition)","School / Romance","Japan","1073","8.6","Completed","Japanese","Young Adult","National Book Award Finalist","44"
"CMC-02881","Batman: Long Halloween","Paul Dini","Gardner Fox","DC Comics","2003","Single Issue","Full Color","Superhero / Horror","USA","1488","8.0","Completed","English","Mature","None","5"
"CMC-02882","Of Retour Bronze","Antoine Ozanam","Guido Crepax","L'Association / Pantheon","2012","Trade Paperback","Full Color","War / Historical","Belgium","498","8.3","Completed","English","Mature","None","7"
"CMC-02883","Ocean Origin","Taro Nakamura","Eiichiro Oda","Kodansha (Kodansha USA)","2009","Digital Manga","Grayscale","Action / Fantasy","Japan","6396","8.3","Ongoing","Japanese","All Ages","Eisner Award Winner","8"
"CMC-02884","Night Note","Ken Akamatsu","Akira Toriyama","Square Enix (Yen Press)","2005","Single Issue / Tankobon","Black & White","Psychological / Thriller","Japan","170","7.4","Hiatus","Japanese","Teen+","Hugo Award Winner","15"
"CMC-02885","Spectacular Daredevil","Roger Stern","Tini Howard","Marvel Comics","2013","Single Issue","Full Color","Superhero / Action","USA","621","8.2","Ongoing","English","Teen+","None","15"
"CMC-02886","Dark Legion of Super-Heroes","Ed Brubaker","Zdarsky (DC)","DC Comics","2000","Trade Paperback","Full Color","Superhero / Thriller","USA","1010","8.9","Ongoing","English","Mature","National Book Award Finalist","8"
"CMC-02887","Ice Lost Noise","Riad Sattouf","Jean Giraud","EDT (Spain)","2023","Graphic Novel","Full Color","Political / Historical","Sweden","363","7.4","Hiatus","French","All Ages","Angouleme Award Winner","1"
"CMC-02888","Annihilation Deadpool","Cullen Bunn","Peter David","Marvel Comics","2024","Graphic Novel","Full Color (Digital)","Superhero / Action","USA","766","9.0","Ongoing","English","Teen+","None","7"
"CMC-02889","New of Null","Scott Snyder","Grant Morrison","Oni Press","2005","Trade Paperback","Grayscale","Post-Apocalyptic / Action","USA","753","9.3","Completed","English","Mature","None","2"
"CMC-02890","Death of Inhumans","Ed Brubaker","Noelle Stevenson","Marvel Comics","2000","Hardcover","Full Color","Superhero / Political","USA","765","7.9","Completed","English","Mature 17+","Kodansha Manga Award Winner","7"
"CMC-02891","Demon Realm","Akio Hayashi","Kentaro Yabuki","Hakusensha (Dark Horse)","2016","Single Issue / Tankobon","Grayscale","Music / Drama","Japan","5045","8.3","Ongoing","Japanese","Mature","Angouleme Award Winner","18"
"CMC-02892","Riddler: Eternal","Denny O'Neil","Chuck Dixon","DC (Vertigo)","2019","Digital Single Issue","Full Color","Superhero / Political","USA","1733","8.4","Completed","English","Mature","None","14"
"CMC-02893","Storm Resurrection","Kai Yoshida","Emi Fukuda","Houbunsha","2016","Manga Volume","Black & White","Action / Supernatural","Japan","5202","8.4","Hiatus","Japanese","All Ages","Hugo Award Winner","26"
"CMC-02894","Lobo: Dark Victory","Arnold Drake","Warren Ellis","DC Comics","2022","Trade Paperback","Full Color","Superhero / Thriller","USA","1162","7.9","Completed","English","Mature","None","7"
"CMC-02895","Suicide Squad: 80-Page Giant","Mark Millar (DC)","Ed Brubaker","DC Comics","2021","Trade Paperback","Full Color","Superhero / Crime","USA","424","8.1","Ongoing","English","Mature","None","5"
"CMC-02896","Dead Pulse","Joe Hill","Joe Hill","AWA Studios","2000","Graphic Novel","Black & White","Crime / Thriller","USA","2435","7.8","Ongoing","English","Young Adult","None","12"
"CMC-02897","Jean Grey: Amazing","Larry Hama","Fraction","Marvel Comics","2009","Omnibus","Full Color / Limited Palette","Superhero / Coming of Age","USA","600","8.7","Ongoing","English","Teen+","None","2"
"CMC-02898","Lonely Place of Dying Zatanna","Gardner Fox","Mark Millar (DC)","DC (Wildstorm)","2022","Omnibus","Full Color","Western / Supernatural","USA","1609","8.4","Completed","English","All Ages","None","6"
"CMC-02899","Wild Origin","Eiichiro Oda","Riku Matsumoto","Futabasha","2022","Single Issue / Tankobon","Black & White","Dark Fantasy / Action","Japan","3518","8.7","Completed","Japanese","Mature","None","1"
"CMC-02900","Storm Returns","Daisuke Imai","Mio Hayashi","Akita Shoten","2022","Tankobon","Full Color (Special Edition)","Isekai / Fantasy","Japan","2508","8.4","Ongoing","Japanese","Teen+","None","19"
"CMC-02901","A-Class I Overpowered Return","Author K","Author K","Ridibooks","2019","Webtoon Chapter Collection","Full Color (Digital)","Sports / Action","South Korea","3278","8.3","Completed","Korean","Mature","Locus Award Winner","20"
"CMC-02902","SSS-Ranked Necromancer Return of League","Kwon Ji","Moon Da","KakaoPage","2014","Webtoon Chapter Collection","Full Color (Digital)","Supernatural / Romance","South Korea","3363","8.7","Ongoing","Korean","All Ages","None","15"
"CMC-02903","SSS-Ranked Solo Necromancer Evolution","An Soo-bin","An Soo-bin","Naver / Line Webtoon","2021","Webtoon","Full Color (Digital)","Action / Fantasy","South Korea","2869","7.6","Ongoing","Korean","Mature","Japan Media Arts Award Winner","7"
"CMC-02904","Hawkgirl: Secret Files","Gardner Fox","Phillip Kennedy Johnson","DC Comics","2008","Digital Single Issue","Full Color","Sci-Fi / Political Satire","USA","529","7.7","Completed","English","Mature","None","15"
"CMC-02905","Ink of Earth","Noelle Stevenson","Noelle Stevenson","Oni Press","2000","Single Issue","Full Color","Dark Fantasy / Horror","USA","479","6.7","Completed","English","Mature","None","9"
"CMC-02906","Broken and Empty","Faith Erin Hicks","Noelle Stevenson","Floating World Comics","2026","Webcomic","Black & White","Sci-Fi / Drama","New Zealand","565","7.5","Completed","English","Mature","None","6"
"CMC-02907","Vortex Shield","Hiroyuki Takei","Masashi Kishimoto","Ichijinsha","2023","Single Issue / Tankobon","Black & White","School / Romance","Japan","4763","7.5","Ongoing","Japanese","All Ages","None","8"
"CMC-02908","After Found","Joe Hill","Joe Hill","Norton Graphic Novels","2007","Trade Paperback","Black & White","Post-Apocalyptic / Drama","USA","323","8.8","Ongoing","English","Young Adult","Angouleme Award Winner","7"
"CMC-02909","Scattered Dream","Souta Kawamoto","Souta Kawamoto","Futabasha","2003","Manga Volume","Black & White","Martial Arts / Action","Japan","6296","8.7","Ongoing","Japanese","Mature","None","16"
"CMC-02910","Rising Journey","Luffy style","Luffy style","Shogakukan (Viz Media)","2021","Manga Volume","Black & White","Gaming / Comedy","Japan","3952","8.1","Ongoing","Japanese","Mature","Harvey Award Nominee","44"
"CMC-02911","Undying Heart","Kentaro Yabuki","Riku Matsumoto","Ichijinsha","2023","Digital Manga","Black & White","Sports / Action","Japan","2422","8.3","Completed","Japanese","Teen+","None","19"
"CMC-02912","Immortal Ms. Marvel","Jordan White","Cullen Bunn","Marvel Comics","2023","Digital Single Issue","Full Color (Digital)","Superhero / Drama","USA","201","7.4","Completed","English","Mature","None","7"
"CMC-02913","Sky Ascending","Kai Yoshida","Kenji Ishikawa","Leed-sha","2024","Digital Manga","Full Color (Special Edition)","Historical / Drama","Japan","6330","8.6","Completed","Japanese","Young Adult","Locus Award Winner","31"
"CMC-02914","After Ink","Tom Taylor","Adrian Tomine","Pantheon Books","2013","Digital Single Issue","Black & White","Post-Apocalyptic / Action","USA","284","8.1","Cancelled","English","Mature","Harvey Award Winner","7"
"CMC-02915","Wild Clan","Hana Yamashita","Ken Akamatsu","Shogakukan (Viz Media)","2020","Digital Manga","Black & White","Romance / Comedy","Japan","2645","8.7","Ongoing","Japanese","Teen+","None","22"
"CMC-02916","Serpent Companion (Manhua)","Tian Can Tu Dou","Tian Can Tu Dou","Tencent Comics","2020","Digital Manhua","Black & White","Comedy / Slice of Life","China","658","7.3","Ongoing","Chinese","Mature","None","8"
"CMC-02917","Blue Saga","Nana Inoue","Nana Inoue","Akita Shoten","2025","Manga Volume","Black & White","Historical / Drama","Japan","6534","8.2","Completed","Japanese","Teen+","None","37"
"CMC-02918","Punisher: End of","Dan Slott","Peter David","Marvel Comics","2025","Trade Paperback","Full Color","Superhero / Action","USA","451","8.1","Ongoing","English","Young Adult","Eisner Award Nominee","7"
